fdc_id,description,food_category_id,nutrient_id,name,amount,unit_name,food_category_label,short_name,inferred_category,nutrition_roles,freq_groups,diversity_cluster,risk_flags
168390,"Asparagus, cooked, boiled, drained",11,1213,Leucine,0.14,G,Vegetables and Vegetable Products,Asparagus,vegetable,"carrier_ALA,carrier_VitE,vitA_dense",,vegetable_cluster,vitA_upper_risk
168390,"Asparagus, cooked, boiled, drained",11,1214,Lysine,0.113,G,Vegetables and Vegetable Products,Asparagus,vegetable,"carrier_ALA,carrier_VitE,vitA_dense",,vegetable_cluster,vitA_upper_risk
168390,"Asparagus, cooked, boiled, drained",11,1215,Methionine,0.034,G,Vegetables and Vegetable Products,Asparagus,vegetable,"carrier_ALA,carrier_VitE,vitA_dense",,vegetable_cluster,vitA_upper_risk
168390,"Asparagus, cooked, boiled, drained",11,1216,Cystine,0.034,G,Vegetables and Vegetable Products,Asparagus,vegetable,"carrier_ALA,carrier_VitE,vitA_dense",,vegetable_cluster,vitA_upper_risk
168390,"Asparagus, cooked, boiled, drained",11,1217,Phenylalanine,0.082,G,Vegetables and Vegetable Products,Asparagus,vegetable,"carrier_ALA,carrier_VitE,vitA_dense",,vegetable_cluster,vitA_upper_risk
168390,"Asparagus, cooked, boiled, drained",11,1218,Tyrosine,0.057,G,Vegetables and Vegetable Products,Asparagus,vegetable,"carrier_ALA,carrier_VitE,vitA_dense",,vegetable_cluster,vitA_upper_risk
168390,"Asparagus, cooked, boiled, drained",11,1219,Valine,0.125,G,Vegetables and Vegetable Products,Asparagus,vegetable,"carrier_ALA,carrier_VitE,vitA_dense",,vegetable_cluster,vitA_upper_risk
168390,"Asparagus, cooked, boiled, drained",11,1220,Arginine,0.099,G,Vegetables and Vegetable Products,Asparagus,vegetable,"carrier_ALA,carrier_VitE,vitA_dense",,vegetable_cluster,vitA_upper_risk
168390,"Asparagus, cooked, boiled, drained",11,1221,Histidine,0.053,G,Vegetables and Vegetable Products,Asparagus,vegetable,"carrier_ALA,carrier_VitE,vitA_dense",,vegetable_cluster,vitA_upper_risk
168390,"Asparagus, cooked, boiled, drained",11,1269,PUFA 18:2,0.076,G,Vegetables and Vegetable Products,Asparagus,vegetable,"carrier_ALA,carrier_VitE,vitA_dense",,vegetable_cluster,vitA_upper_risk
168390,"Asparagus, cooked, boiled, drained",11,1270,PUFA 18:3,0.029,G,Vegetables and Vegetable Products,Asparagus,vegetable,"carrier_ALA,carrier_VitE,vitA_dense",,vegetable_cluster,vitA_upper_risk
168390,"Asparagus, cooked, boiled, drained",11,1272,PUFA 22:6 n-3 (DHA),0.0,G,Vegetables and Vegetable Products,Asparagus,vegetable,"carrier_ALA,carrier_VitE,vitA_dense",,vegetable_cluster,vitA_upper_risk
168390,"Asparagus, cooked, boiled, drained",11,1278,PUFA 20:5 n-3 (EPA),0.0,G,Vegetables and Vegetable Products,Asparagus,vegetable,"carrier_ALA,carrier_VitE,vitA_dense",,vegetable_cluster,vitA_upper_risk
168390,"Asparagus, cooked, boiled, drained",11,1316,"PUFA 18:2 n-6 c,c",0.0,G,Vegetables and Vegetable Products,Asparagus,vegetable,"carrier_ALA,carrier_VitE,vitA_dense",,vegetable_cluster,vitA_upper_risk
168390,"Asparagus, cooked, boiled, drained",11,1404,"PUFA 18:3 n-3 c,c,c (ALA)",0.0,G,Vegetables and Vegetable Products,Asparagus,vegetable,"carrier_ALA,carrier_VitE,vitA_dense",,vegetable_cluster,vitA_upper_risk
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1003,Protein,1.73,G,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1004,Total lipid (fat),0.08,G,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1005,"Carbohydrate, by difference",20.0,G,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1008,Energy,82.0,KCAL,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1051,Water,77.14,G,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1079,"Fiber, total dietary",0.0,G,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1087,"Calcium, Ca",8.0,MG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1088,"Chlorine, Cl",0.0,MG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1089,"Iron, Fe",0.43,MG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1090,"Magnesium, Mg",10.0,MG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1091,"Phosphorus, P",40.0,MG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1092,"Potassium, K",495.0,MG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1093,"Sodium, Na",12.0,MG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1095,"Zinc, Zn",0.32,MG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1098,"Copper, Cu",0.129,MG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1100,"Iodine, I",0.0,UG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1101,"Manganese, Mn",0.283,MG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1103,"Selenium, Se",0.9,UG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1104,"Vitamin A, IU",0.0,IU,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1110,"Vitamin D (D2 + D3), International Units",0.0,IU,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1109,Vitamin E (alpha-tocopherol),0.0,MG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1165,Thiamin,0.086,MG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1166,Riboflavin,0.014,MG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1167,Niacin,0.13,MG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1170,Pantothenic acid,0.48,MG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1171,"Vitamin B-6, pyridoxine, alcohol form",0.0,MG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1178,Vitamin B-12,0.0,UG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1180,"Choline, total",0.0,MG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1186,Folic acid,0.0,UG,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1210,Tryptophan,0.014,G,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1211,Threonine,0.061,G,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1212,Isoleucine,0.059,G,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1213,Leucine,0.109,G,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1214,Lysine,0.067,G,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1215,Methionine,0.023,G,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1216,Cystine,0.021,G,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1217,Phenylalanine,0.08,G,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1218,Tyrosine,0.046,G,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1219,Valine,0.07,G,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
168433,"Mountain yam, hawaii, cooked, steamed, without salt",11,1220,Arginine,0.144,G,Vegetables and Vegetable Products,"Mountain Yam, Hawaii",vegetable,,,vegetable_cluster,
