ingredient_id,tag_type,tag,source,created_at,food_subgroup
9eb522a9-7f41-4267-9c8f-9d1151cff430,risk,risk_high_copper,system,2026-02-04T04:40:40.383298,organ_liver
9eb522a9-7f41-4267-9c8f-9d1151cff430,risk,risk_high_vit_a,system,2026-02-04T04:40:40.383298,organ_liver
d33d7be1-6220-4aee-92c6-b39f3d075835,risk,risk_high_selenium,system,2026-02-04T04:40:40.383298,organ_secreting
f22334e9-45c0-437a-a57c-c1ccf409697e,risk,risk_high_copper,system,2026-02-04T04:40:40.383298,mineral_shellfish
f22334e9-45c0-437a-a57c-c1ccf409697e,risk,risk_high_selenium,system,2026-02-04T04:40:40.383298,mineral_shellfish
fb2cdf5e-f839-4291-8b9b-705d580230f8,risk,risk_high_vit_a,system,2026-02-04T04:40:40.383298,oil_omega3_lc
fb2cdf5e-f839-4291-8b9b-705d580230f8,risk,risk_high_vit_d,system,2026-02-04T04:40:40.383298,oil_omega3_lc
fce20ffe-2ffa-4ca7-80c3-95d350c276b1,risk,risk_high_iodine,system,2026-02-04T04:40:40.383298,fish_lean
151bcb84-0e1b-44b6-9d9e-c63e7614cf01,diversity,div_protein_ruminant,system,2026-02-04T04:40:40.383298,meat_lean
29cb2618-d853-46dc-9f79-d9b0346de23c,diversity,div_plant_orange,system,2026-02-04T04:40:40.383298,plant_orange
4223f124-54be-44ef-bd70-61efaa9487e3,diversity,div_protein_poultry,system,2026-02-04T04:40:40.383298,organ_liver
44ef0e70-d406-40dc-91f8-685d766cfdbb,diversity,div_plant_green,system,2026-02-04T04:40:40.383298,plant_green
5851a21b-d91d-4e36-8c96-ec82b7486ab7,diversity,div_protein_fish,system,2026-02-04T04:40:40.383298,fish_oily
67ab6618-fac5-495a-8e23-20bcde444dec,diversity,div_carb_grain,system,2026-02-04T04:40:40.383298,carb_grain
91be149f-bf77-454b-b4d6-0c18b1ac7f81,diversity,div_plant_blue,system,2026-02-04T04:40:40.383298,plant_blue
9eb522a9-7f41-4267-9c8f-9d1151cff430,diversity,div_protein_ruminant,system,2026-02-04T04:40:40.383298,organ_liver
c0f21b26-118d-4c08-b3f7-f517ee6eda18,diversity,div_protein_shellfish,system,2026-02-04T04:40:40.383298,protein_shellfish
d33d7be1-6220-4aee-92c6-b39f3d075835,diversity,div_protein_ruminant,system,2026-02-04T04:40:40.383298,organ_secreting
e56fee29-4cea-410d-a32f-389a93fb803b,diversity,div_protein_poultry,system,2026-02-04T04:40:40.383298,egg
f22334e9-45c0-437a-a57c-c1ccf409697e,diversity,div_protein_shellfish,system,2026-02-04T04:40:40.383298,mineral_shellfish
f4552a1c-3bb0-4f0a-8cc2-eb9fb284f6e9,diversity,div_protein_pork,system,2026-02-04T04:40:40.383298,meat_fat
fce20ffe-2ffa-4ca7-80c3-95d350c276b1,diversity,div_protein_fish,system,2026-02-04T04:40:40.383298,fish_lean
151bcb84-0e1b-44b6-9d9e-c63e7614cf01,repeat_policy,repeat_beef,system,2026-02-04T04:40:40.383298,meat_lean
29cb2618-d853-46dc-9f79-d9b0346de23c,repeat_policy,repeat_color_orange,system,2026-02-04T04:40:40.383298,plant_orange
4223f124-54be-44ef-bd70-61efaa9487e3,repeat_policy,repeat_chicken,system,2026-02-04T04:40:40.383298,organ_liver
44ef0e70-d406-40dc-91f8-685d766cfdbb,repeat_policy,repeat_color_green,system,2026-02-04T04:40:40.383298,plant_green
5851a21b-d91d-4e36-8c96-ec82b7486ab7,repeat_policy,repeat_fish,system,2026-02-04T04:40:40.383298,fish_oily
67ab6618-fac5-495a-8e23-20bcde444dec,repeat_policy,repeat_grain,system,2026-02-04T04:40:40.383298,carb_grain
91be149f-bf77-454b-b4d6-0c18b1ac7f81,repeat_policy,repeat_color_blue,system,2026-02-04T04:40:40.383298,plant_blue
9eb522a9-7f41-4267-9c8f-9d1151cff430,repeat_policy,repeat_beef,system,2026-02-04T04:40:40.383298,organ_liver
c0f21b26-118d-4c08-b3f7-f517ee6eda18,repeat_policy,repeat_shellfish,system,2026-02-04T04:40:40.383298,protein_shellfish
d33d7be1-6220-4aee-92c6-b39f3d075835,repeat_policy,repeat_beef,system,2026-02-04T04:40:40.383298,organ_secreting
e56fee29-4cea-410d-a32f-389a93fb803b,repeat_policy,repeat_egg,system,2026-02-04T04:40:40.383298,egg
f22334e9-45c0-437a-a57c-c1ccf409697e,repeat_policy,repeat_shellfish,system,2026-02-04T04:40:40.383298,mineral_shellfish
f4552a1c-3bb0-4f0a-8cc2-eb9fb284f6e9,repeat_policy,repeat_pork,system,2026-02-04T04:40:40.383298,meat_fat
fce20ffe-2ffa-4ca7-80c3-95d350c276b1,repeat_policy,repeat_fish,system,2026-02-04T04:40:40.383298,fish_lean
